ROAD_NO,ROAD_TYPE,ROAD_NAME,SECTION_START,SECTION_END,WIDTH,LENGTH,ANNOUNCE_DATE,DISTRICT,DEPARTMENT,ROAD_OWNER
220,ถนน,ถนนลาดปลาเค้า,ถนนรามอินทรา,สุดพื้นที่เขต (คลองหลุมไผ่),14.60-16.00,2.05,2003-03-03,บางเขน,สำนักการโยธา,กรุงเทพมหานคร
220,ถนน,ถนนลาดปลาเค้า,สุดพื้นที่เขต (คลองหลุมไผ่),ถนนเกษตร-นวมินทร์,20.00,1.295,2005-02-11,ลาดพร้าว,สำนักการโยธา,กรุงเทพมหานคร
220,ถนน,ถนนลาดปลาเค้า,ถนนเกษตร-นวมินทร์,ถนนเสนานิคม 1 (สี่แยกวังหิน),20.00,1.13,2005-02-11,ลาดพร้าว,สำนักการโยธา,กรุงเทพมหานคร
221,ถนน,ถนนลาดพร้าว,ถนนพหลโยธิน,คลองน้ำแก้ว (สุดพื้นที่เขต),30.00,2.54,2005-10-07,จตุจักร,สำนักการโยธา,กรุงเทพมหานคร
221,ถนน,ถนนลาดพร้าว,คลองน้ำแก้ว,คลองลาดพร้าว,30.60,1.04,2000-12-07,ห้วยขวาง,สำนักการโยธา,กรุงเทพมหานคร
221,ถนน,ถนนลาดพร้าว,คลองจั่น,สี่แยกบางกะปิ,30.00,2.5,2001-06-13,บางกะปิ,สำนักการโยธา,กรุงเทพมหานคร
222,ถนน,ถนนลาดพร้าว 80,ถนนลาดพร้าว,สุดทางหมู่บ้านโชคชัยปัญจทรัพย์,8.00-10.00,1.45,2000-11-02,วังทองหลาง,สำนักการโยธา,กรุงเทพมหานคร
223,ถนน,ถนนลาดพร้าว 101,ถนนลาดพร้าว,วัดบึงทองหลาง,20.00,2.48,1985-10-18,บางกะปิ,สำนักการโยธา,กรุงเทพมหานคร
224,ถนน,ถนนลาดพร้าววังหิน,ถนนโชคชัย 4,คลองลาดพร้าว,14.00,0.958,1986-02-19,ลาดพร้าว,สำนักการโยธา,กรุงเทพมหานคร
224,ถนน,ถนนลาดพร้าววังหิน,ซอยภาวนา,ถนนเสนานิคม 1 (สี่แยกวังหิน),20.00-21.30,2.78,2005-02-11,ลาดพร้าว,สำนักการโยธา,กรุงเทพมหานคร
225,ถนน,ถนนลาดหญ้า,สำนักการศึกษา,วงเวียนใหญ่,29.00-30.50,1.832,1984-06-28,คลองสาน,สำนักการโยธา,กรุงเทพมหานคร
226,ถนน,ถนนลูกหลวง,ถนนสามเสน,ถนนนครราชสีมา,20.50,0.456,1984-05-22,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
226,ถนน,ถนนลูกหลวง,ถนนนครราชสีมา,ถนนราชดำเนินนอก,21.00,0.436,1984-05-22,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
226,ถนน,ถนนลูกหลวง,ถนนราชดำเนินนอก,ถนนนครสวรรค์,16.00,0.553,1984-05-22,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
226,ถนน,ถนนลูกหลวง,ถนนนครสวรรค์,ตลาดผดุงกรุงเกษม,19.00,0.825,1984-05-22,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
227,ถนน,ถนนเลียบคลองภาษีเจริญฝั่งใต้,ถนนบางบอน 3,โรงเรียนวัดหนองแขม,10.00-16.00,4.95,2002-12-23,หนองแขม,สำนักการโยธา,กรุงเทพมหานคร
228,ถนน,ถนนเลียบคลองภาษีเจริญฝั่งเหนือ,ถนนเพชรเกษม 69,สุดเขตกรุงเทพฯ (คลองศรีสำราญ),15.50-16.00,5.3,2002-12-23,หนองแขม,สำนักการโยธา,กรุงเทพมหานคร
229,ถนน,ถนนเลียบคลองมอญ,ถนนทับยาว,ซอยฉลองกรุง 2,12.00-30.00,4.814,2006-01-13,ลาดกระบัง,สำนักการโยธา,กรุงเทพมหานคร
230,ถนน,ถนนเลียบคลองสอง,ถนนหทัยราษฏร์,สุดระยะ 3.154 กม. (ถนนพระยาสุเรนทร์),30.00,3.154,1985-09-12,คลองสามวา,สำนักการโยธา,กรุงเทพมหานคร
231,ถนน,ถนนเลียบทางรถไฟ,ถนนบรมราชชนนี,คลองชักพระ,15.50-16.20,0.9,2024-03-05,ตลิ่งชัน,สำนักการโยธา,กรุงเทพมหานคร
232,ถนน,ถนนเลียบวารี,ถนนเชื่อมสัมพันธ์,ถนนราษฎร์อุทิศ,30.00,7.1,1985-08-16,หนองจอก,สำนักการโยธา,กรุงเทพมหานคร
233,ถนน,ถนนวงศ์สว่าง,ถนนรัชดาภิเษก,ถนนพิบูลย์สงคราม,28.00,1.8,1998-12-06,บางซื่อ,สำนักการโยธา,กรุงเทพมหานคร
234,ถนน,ถนนวรจักร,ถนนบำรุงเมือง,ถนนหลวง,24.00,0.431,1984-06-28,ป้อมปราบศัตรูพ่าย,สำนักการโยธา,กรุงเทพมหานคร
234,ถนน,ถนนวรจักร,ถนนหลวง,ถนนเจริญกรุง,24.00,0.3,1984-06-28,ป้อมปราบศัตรูพ่าย,สำนักการโยธา,กรุงเทพมหานคร
235,ถนน,ถนนวังเดิม,ถนนอิสรภาพ,ถนนอรุณอัมรินทร์,16.00,0.467,1985-06-20,บางกอกใหญ่,สำนักการโยธา,กรุงเทพมหานคร
236,ถนน,ถนนวังหลัง,แยกศิริราช,แม่น้ำเจ้าพระยา (ท่าเรือ),13.65-18.25,0.327,2024-06-18,บางกอกน้อย,สำนักการโยธา,กรุงเทพมหานคร
237,ถนน,ถนนวัชรพล,ถนนเพิ่มสิน,สุดพื้นที่เขต (คลองหนองจอก),20.00,2.1,2003-03-03,สายไหม,สำนักการโยธา,กรุงเทพมหานคร
237,ถนน,ถนนวัชรพล,สุดพื้นที่เขต (คลองท่าแร้ง),เสถียรธรรมสถาน,16.00-20.00,3.93,2006-06-01,บางเขน,สำนักการโยธา,กรุงเทพมหานคร
238,ถนน,ถนนวิทยุ,ถนนพระรามที่ 4,ถนนสารสิน,35.90-36.60,0.555,2010-09-09,ปทุมวัน,สำนักการโยธา,กรุงเทพมหานคร
238,ถนน,ถนนวิทยุ,ถนนสารสิน,ถนนเพลินจิต,28.00-28.30,1.12,2010-09-09,ปทุมวัน,สำนักการโยธา,กรุงเทพมหานคร
238,ถนน,ถนนวิทยุ,ถนนเพลินจิต,คลองแสนแสบ (สุดพื้นที่เขต),22.70-22.80,0.51,2010-09-09,ปทุมวัน,สำนักการโยธา,กรุงเทพมหานคร
238,ถนน,ถนนวิทยุ,ถนนเพชรบุรี,ถนนเพลินจิต,22.00,0.714,1984-01-25,"ราชเทวี,ปทุมวัน",สำนักการโยธา,กรุงเทพมหานคร
239,ถนน,ถนนวิสุทธิกษัตริย์,แม่น้ำเจ้าพระยา,ถนนสามเสน,20.00,0.357,1983-12-22,พระนคร,สำนักการโยธา,กรุงเทพมหานคร
239,ถนน,ถนนวิสุทธิกษัตริย์,ถนนสามเสน,ถนนราชดำเนินนอก,26.00,1.116,1983-12-22,พระนคร,สำนักการโยธา,กรุงเทพมหานคร
240,ถนน,ถนนวุฒากาศ,ถนนเทอดไท,ถนนจอมทอง,16.00,2.421,1985-01-31,ธนบุรี,สำนักการโยธา,กรุงเทพมหานคร
240,ถนน,ถนนวุฒากาศ,ถนนจอมทอง,คลองวัดใหม่ยายนุ้ย (สุดพื้นที่เขต),15.70-16.00,1.16,2010-03-31,จอมทอง,สำนักการโยธา,กรุงเทพมหานคร
241,ถนน,ถนนศรีนครินทร์,ถนนลาดพร้าว,คลองกะจะ,30.00,2.3,2001-04-12,บางกะปิ,สำนักการโยธา,กรุงเทพมหานคร
241,ถนน,ถนนศรีนครินทร์,คลองกะจะ,คลองตาสาด,27.25-60.00,4.945,2019-05-17,สวนหลวง,สำนักการโยธา,กรุงเทพมหานคร
242,ถนน,ศรีนครินทร์ 55 (ซอยหมู่บ้านเสรีวิลล่า),ถนนศรีนครินทร์,สวนหลวง ร.9,21.20-21.70,1.15,2004-06-15,ประเวศ,สำนักการโยธา,กรุงเทพมหานคร
243,ถนน,ถนนศรีบูรพา,ถนนนวมินทร์,ถนนเสรีไทย,15.60-21.40,1.5,2001-04-12,บางกะปิ,สำนักการโยธา,กรุงเทพมหานคร
243,ถนน,ถนนศรีบูรพา,ถนนเสรีไทย,ถนนรามคำแหง,34.60-41.00,0.75,2001-04-12,บางกะปิ,สำนักการโยธา,กรุงเทพมหานคร
244,ถนน,ถนนศรีอยุธยา,ถนนราชปรารภ,ถนนพญาไท,36.10-38.60,0.9,1993-12-24,ราชเทวี,สำนักการโยธา,กรุงเทพมหานคร
244,ถนน,ถนนศรีอยุธยา,ถนนพญาไท,ถนนพระรามที่ 6,40.60,0.997,1993-12-24,ราชเทวี,สำนักการโยธา,กรุงเทพมหานคร
244,ถนน,ถนนศรีอยุธยา,ถนนพระรามที่ 6,ถนนสวรรคโลก,40.60,0.265,1993-12-24,ราชเทวี,สำนักการโยธา,กรุงเทพมหานคร
244,ถนน,ถนนศรีอยุธยา,ถนนสวรรคโลก,ถนนพระรามที่ 5,18.60,0.908,1994-02-22,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
244,ถนน,ถนนศรีอยุธยา,ถนนพระรามที่ 5,ถนนราชดำเนินนอก,32.00,0.4,1994-02-22,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
244,ถนน,ถนนศรีอยุธยา,ถนนราชดำเนินนอก,ถนนราชสีมา,35.00,0.354,1994-02-22,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
244,ถนน,ถนนศรีอยุธยา,ถนนราชสีมา,ถนนสามเสน,33.00,0.369,1994-02-22,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
244,ถนน,ถนนศรีอยุธยา,ถนนสามเสน,แม่น้ำเจ้าพระยา,20.10,0.519,1994-02-22,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
245,ถนน,ถนนศาลาแดง,ถนนสีลม,ถนนสาทรเหนือ,10.40-10.60,0.565,2010-02-03,บางรัก,สำนักการโยธา,กรุงเทพมหานคร
246,ถนน,ถนนศาลาธรรมสพน์,ถนนพุทธมณฑลสาย 2,สุดระยะ (คลองทวีวัฒนา),14.00-16.00,7.14,2011-10-13,ทวีวัฒนา,สำนักการโยธา,กรุงเทพมหานคร
247,ถนน,ถนนเศรษฐศิริ,ถนนพระรามที่ 5,ถนนเทอดดำริ,16.30,0.693,1999-07-02,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
248,ถนน,ถนนเศรษฐศิริ 1,ถนนพระรามที่ 6,เขตทางรถไฟ,14.00,0.247,1984-03-06,พญาไท,สำนักการโยธา,กรุงเทพมหานคร
249,ถนน,ถนนเศรษฐศิริ 2,ถนนพระรามที่ 6,เขตทางรถไฟ,13.50,0.248,1984-03-06,พญาไท,สำนักการโยธา,กรุงเทพมหานคร
250,ถนน,ถนนสกุลดี,ถนนผดุงพันธ์,ถนนประชาสำราญ,11.00,0.931,1984-10-05,หนองจอก,สำนักการโยธา,กรุงเทพมหานคร
251,ถนน,ถนนสนามไชย,ถนนหลักเมือง,ถนนเจริญกรุง,21.50,0.54,1984-05-22,พระนคร,สำนักการโยธา,กรุงเทพมหานคร
251,ถนน,ถนนสนามไชย,ถนนเจริญกรุง,ถนนมหาราช,22.50,0.464,1984-05-22,พระนคร,สำนักการโยธา,กรุงเทพมหานคร
252,ถนน,ถนนสมเด็จเจ้าพระยา,ถนนประชาธิปก,ถนนลาดหญ้า,19.50,1.44,1984-08-20,คลองสาน,สำนักการโยธา,กรุงเทพมหานคร
253,ถนน,ถนนสมเด็จพระเจ้าตากสิน,วงเวียนใหญ่,ถนนมไหสวรรค์,38.00,2.375,1984-06-28,คลองสาน,สำนักการโยธา,กรุงเทพมหานคร
253,ถนน,ถนนสมเด็จพระเจ้าตากสิน,วงเวียนใหญ่,คลองบางสะแก,38.00-39.50,3.47,1984-06-28,ธนบุรี,สำนักการโยธา,กรุงเทพมหานคร
254,ถนน,ถนนสมเด็จพระปิ่นเกล้า,สุดเขตทางใต้สะพาน สมเด็จพระปิ่นเกล้า,แยกจรัญสนิทวงศ์,60.00-100.00,1.37,2005-04-12,บางกอกน้อย,สำนักการโยธา,กรุงเทพมหานคร
255,ถนน,ถนนสรงประภา,สะพานข้ามคลองประปา,ถนนเชิดวุฒากาศ,28.10-43.30,4.3,2017-09-22,ดอนเมือง,สำนักการโยธา,กรุงเทพมหานคร
256,ถนน,ถนนสรรพาวุธ,กม. 0+070,แม่นำเจ้าพระยา,27.50-30.50,2,2000-10-12,บางนา,สำนักการโยธา,กรุงเทพมหานคร
257,ถนน,ถนนสวนผัก,ถนนชัยพฤกษ์,ถนนพุทธมณฑลสาย 2 (ถนนกาญจนาภิเษก),14.00,8.04,1986-06-09,ตลิ่งชัน,สำนักการโยธา,กรุงเทพมหานคร
257,ถนน,ถนนสวนผัก,ถนนพุทธมณฑลสาย 2,ถนนกาญจนาภิเษก,14.00,1.65,2011-10-13,ทวีวัฒนา,สำนักการโยธา,กรุงเทพมหานคร
258,ถนน,ถนนสวนพลู,ถนนสาทรใต้,ถนนนางลิ้นจี่,17.00,0.854,1999-08-05,สาทร,สำนักการโยธา,กรุงเทพมหานคร
259,ถนน,ถนนสวนสยาม,ถนนเสรีไทย (สุขาภิบาล 2),ถนนรามอินทรา,29.00-42.80,2.5,2001-10-28,คันนายาว,สำนักการโยธา,กรุงเทพมหานคร
260,ถนน,ถนนสวรรคโลก,ถนนพิษณุโลก,ถนนราชวิถี,18.50,1.55,1984-01-25,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
260,ถนน,ถนนสวรรคโลก,ถนนราชวิถี,สะพานข้ามคลองสามเสน,24.00,0.48,1984-01-25,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
260,ถนน,ถนนสวรรคโลก,สะพานข้ามคลองสามเสน,ถนนนครไชยศรี,20.00,0.196,1984-01-25,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
261,ถนน,ถนนสะแกงาม,ถนนพระรามที่ 2 (ถนนธนบุรี-ปากท่อ),ถนนบางขุนเทียน,30.00,3,1985-05-10,บางขุนเทียน,สำนักการโยธา,กรุงเทพมหานคร
262,ถนน,ถนนสังคโลก,ถนนขาว,ถนนสามเสน,11.50,0.314,1983-10-11,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
263,ถนน,ถนนสังฆสันติสุข,ถนนบุรีภิรมย์,คลองหลวงแพ่ง,30.00,9,1985-08-16,หนองจอก,สำนักการโยธา,กรุงเทพมหานคร
264,ถนน,ถนนสันติภาพ,ถนนกรุงเกษม,วงเวียน 22 กรกฎาคม,16.00,0.16,1985-06-05,ป้อมปราบศัตรูพ่าย,สำนักการโยธา,กรุงเทพมหานคร
264,ถนน,ถนนสันติภาพ,วงเวียน 22 กรกฎาคม,ถนนพลับพลาไชย,16.00,0.36,1985-06-05,ป้อมปราบศัตรูพ่าย,สำนักการโยธา,กรุงเทพมหานคร
265,ถนน,ถนนสาทรใต้,ถนนพระรามที่ 4,ถนนเจริญกรุง,20.00,3.65,1999-08-05,สาทร,สำนักการโยธา,กรุงเทพมหานคร
266,ถนน,ถนนสาทรเหนือ,ถนนเจริญกรุง,ถนนพระรามที่ 4,16.35-25.80,3.275,2012-03-22,บางรัก,สำนักการโยธา,กรุงเทพมหานคร
266,ถนน,ถนนสาทรเหนือ,ถนนเจริญกรุง,บ้านเลขที่ 59,26.60,0.069,1985-06-25,บางรัก,สำนักการโยธา,กรุงเทพมหานคร
266,ถนน,ถนนสาทรเหนือ,บ้านเลขที่ 59,ถนนจรัสเวียง,6.30,0.176,1985-06-25,บางรัก,สำนักการโยธา,กรุงเทพมหานคร
266,ถนน,ถนนสาทรเหนือ,ถนนจรัสเวียง,ถนนพระรามที่ 4,17.30,2.976,1985-06-25,บางรัก,สำนักการโยธา,กรุงเทพมหานคร
267,ถนน,ถนนสาธุประดิษฐ์,ถนนจันทน์,ท่าน้ำสาธุประดิษฐ์,27.15,3.5,1998-12-29,"สาทร,ยานนาวา",สำนักการโยธา,กรุงเทพมหานคร
268,ถนน,ถนนสามวา,ถนนสุวินทวงศ์,บึงบ่อยาว,20.00,3.155,1985-09-12,"มีนบุรี,คลองสามวา",สำนักการโยธา,กรุงเทพมหานคร
269,ถนน,ถนนสามเสน,ถนนทหาร,สะพานอนุวัฒนวโรดม,21.00,0.808,1984-10-05,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
269,ถนน,ถนนสามเสน,สะพานอนุวัฒนวโรดม,ถนนอำนวยสงคราม,21.00,0.295,1984-10-05,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
269,ถนน,ถนนสามเสน,ถนนอำนวยสงคราม,ถนนนครไชยศรี,20.00,0.532,1984-10-05,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
269,ถนน,ถนนสามเสน,ถนนนครไชยศรี,เชิงสะพานโสภณ,21.00,0.24,1984-10-05,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
269,ถนน,ถนนสามเสน,เชิงสะพานโสภณ,ถนนราชวิถี,22.00,0.63,1984-10-05,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
269,ถนน,ถนนสามเสน,ถนนราชวิถี,ถนนวัดราชาธิวาส,21.00,0.443,1984-10-05,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
269,ถนน,ถนนสามเสน,ถนนวัดราชาธิวาส,ถนนกรุงเกษม,21.00,0.65,1984-10-05,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
269,ถนน,ถนนสามเสน,ถนนกรุงเกษม,ถนนวิสุทธิกษัตริย์,21.00,0.468,1984-10-05,พระนคร,สำนักการโยธา,กรุงเทพมหานคร
269,ถนน,ถนนสามเสน,ถนนวิสุทธิกษัตริย์,สะพานรัตน์สถาน,20.00,0.546,1984-10-05,พระนคร,สำนักการโยธา,กรุงเทพมหานคร
270,ถนน,ถนนสายศาลธนบุรี (ถนนทรัพย์สิน-บางขุนเทียน),ถนนเทอดไท,สุดเขต (คลองบางสาย),9.00-12.00,1.125,2003-12-31,ภาษีเจริญ,สำนักการโยธา,กรุงเทพมหานคร
271,ถนน,ถนนสายไหม,ถนนเลียบคลองสอง,สุดพื้นที่เขต (คลองพระยาสุเรนทร์),20.00,5.7,2003-03-03,สายไหม,สำนักการโยธา,กรุงเทพมหานคร
272,ถนน,ถนนสารสิน,ถนนราชดำริ,ถนนวิทยุ,22.75-26.80,0.76,2010-02-03,ปทุมวัน,สำนักการโยธา,กรุงเทพมหานคร
273,ถนน,ถนนสาลีรัฐวิภาค,ถนนพหลโยธิน,บ้านเลขที่ 335-343,29.20,0.18,2001-07-20,พญาไท,สำนักการโยธา,กรุงเทพมหานคร
273,ถนน,ถนนสาลีรัฐวิภาค,บ้านเลขที่ 335-343,ถนนสุทธิสารวินิจฉัย,20.00,0.02,2001-07-20,พญาไท,สำนักการโยธา,กรุงเทพมหานคร
274,ถนน,ถนนสิบสามห้าง,ถนนพระสุเมรุ,ถนนตานี,20.00,0.165,1984-01-25,พระนคร,สำนักการโยธา,กรุงเทพมหานคร
275,ถนน,ถนนสิรินธร,ถนนจรัญสนิทวงศ์,ถนนบรมราชชนนี,40.00-260.00,2.9,2005-03-04,บางพลัด,สำนักการโยธา,กรุงเทพมหานคร
276,ถนน,ถนนสี่พระยา,ถนนพระรามที่ 4,สุดระยะท่าน้ำสี่พระยา,13.50-15.10,1.62,2010-07-30,บางรัก,สำนักการโยธา,กรุงเทพมหานคร
277,ถนน,ถนนสีลม,ถนนพระรามที่ 4,ถนนเจริญกรุง,31.40-32.15,2.285,2012-03-22,บางรัก,สำนักการโยธา,กรุงเทพมหานคร
278,ถนน,ถนนสีหบุรานุกิจ,ถนนสุวินทวงศ์,คลองสามวา,40.00,1.38,1985-09-18,มีนบุรี,สำนักการโยธา,กรุงเทพมหานคร
278,ถนน,ถนนสีหบุรานุกิจ,คลองสามวา,ถนนร่มเกล้า,10.00,0.4,1985-09-18,มีนบุรี,สำนักการโยธา,กรุงเทพมหานคร
279,ถนน,ถนนสุขสวัสดิ์,คลองบางสะแก (สุดพื้นที่เขต),คลองบางปะแก้ว (สุดพื้นที่เขต),40.50-40.80,1.62,2010-03-31,จอมทอง,สำนักการโยธา,กรุงเทพมหานคร
279,ถนน,ถนนสุขสวัสดิ์,สะพานข้ามคลองบางสะแก,สุดเขตทางหลวงเทศบาล,40.50,1.305,1985-01-31,ราษฎร์บูรณะ,สำนักการโยธา,กรุงเทพมหานคร
280,ถนน,ถนนสุขาภิบาล 2,ถนนสุขุมวิท 77 (ถนนอ่อนนุช),ถนนวงแหวนรอบนอกทิศตะวันออก,28.00-33.00,3.5,2004-12-03,ประเวศ,สำนักการโยธา,กรุงเทพมหานคร
281,ถนน,ถนนสุขาภิบาล 4 (ซอยรามอินทรา 23),ถนนรามอินทรา,สุดซอย (บ้านเลขที่ 19/23),10.00,1.26,2003-03-03,บางเขน,สำนักการโยธา,กรุงเทพมหานคร
282,ถนน,ถนนสุขุมวิท,ถนนดวงพิทักษ์ (สุดพื้นที่เขต),สุขุมวิท 81 (ซอยศิริพจน์),30.80-37.50,7.1,2010-05-04,คลองเตย,สำนักการโยธา,กรุงเทพมหานคร
282,ถนน,ถนนสุขุมวิท,ซอยสุขุมวิท 81 (ซอยศิริพจน์),ถนนสุขุมวิท 101/1 (ซอยวชิรธรรมสาธิต),32.00-37.50,2.46,2011-04-19,พระโขนง,สำนักการโยธา,กรุงเทพมหานคร
282,ถนน,ถนนสุขุมวิท,ถนนสุขุมวิท 101/1 (ซอยวชิรธรรมสาธิต),สุดเขตกรุงเทพมหานคร,32.00-32.50,4.5,2011-04-19,บางนา,สำนักการโยธา,กรุงเทพมหานคร
283,ถนน,สุขุมวิท 63 (เอกมัย),ถนนสุขุมวิท (ซอยเจริญมิตร),ถนนเพชรบุรี,19.50,2.662,1984-06-28,"วัฒนา,พระโขนง",สำนักการโยธา,กรุงเทพมหานคร
284,ถนน,สุขุมวิท 71 (ถนนปรีดี พนมยงค์),ถนนสุขุมวิท,คลองตัน,21.50-22.50,2.834,1984-06-28,"วัฒนา,พระโขนง",สำนักการโยธา,กรุงเทพมหานคร
284,ถนน,สุขุมวิท 71 (ถนนปรีดี พนมยงค์),คลองตัน,สี่แยกคลองตัน,28.50,0.39,1984-06-28,สวนหลวง,สำนักการโยธา,กรุงเทพมหานคร
285,ถนน,สุขุมวิท 77 (ซอยอ่อนนุช),ถนนสุขุมวิท,คลองบ้านสวน,16.00-21.00,2.56,1984-06-28,วัฒนา,สำนักการโยธา,กรุงเทพมหานคร
285,ถนน,สุขุมวิท 77 (ซอยอ่อนนุช),ซอยอ่อนนุช 3 (คลองบางนางจีน),คลองพระโขนง (คลองหนองบอน),10.00-18.50,4.735,1984-06-28,สวนหลวง,สำนักการโยธา,กรุงเทพมหานคร
285,ถนน,สุขุมวิท 77 (ซอยอ่อนนุช),คลองพระโขนง (คลองหนองบอน),คลองหนองปรือ,9.00,5.698,1984-06-28,ประเวศ,สำนักการโยธา,กรุงเทพมหานคร
286,ถนน,สุขุมวิท 103 (ซอยอุดมสุข),ถนนสุขุมวิท,คลองเคล็ด,19.00-25.00,3.5,2000-10-12,บางนา,สำนักการโยธา,กรุงเทพมหานคร
286,ถนน,สุขุมวิท 103 (ซอยอุดมสุข),สุดเขตพื้นที่ (คลองเคล็ด),ถนนศรีนครินทร์,22.60-25.00,0.605,2012-09-14,ประเวศ,สำนักการโยธา,กรุงเทพมหานคร
287,ถนน,สุขุมวิท 105 (ซอยลาซาล),ถนนสุขุมวิท,สุดเขตกรุงเทพมหานคร (ถนนศรีนครินทร์),10.00-24.00,4.8,1998-09-25,บางนา,สำนักการโยธา,กรุงเทพมหานคร
288,ถนน,สุขุมวิท 107 (ซอยแบริ่ง),ถนนสุขุมวิท,สุดเขตกรุงเทพมหานคร,17.00,0.069,2000-10-12,บางนา,สำนักการโยธา,กรุงเทพมหานคร
289,ถนน,ถนนสุโขทัย,ถนนสวรรคโลก,ถนนสามเสน,26.50,2.025,1984-01-25,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
289,ถนน,ถนนสุโขทัย,ถนนสามเสน,แม่น้ำเจ้าพระยา,16.50,0.54,1984-01-25,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
290,ถนน,ถนนสุคนธสวัสดิ์,ซอยเสมอดามาพงษ์ (สี่แยกโรงไม้),ถนนเกษตร-นวมินทร์,20.00,2.21,2005-02-11,ลาดพร้าว,สำนักการโยธา,กรุงเทพมหานคร
290,ถนน,ถนนสุคนธสวัสดิ์,ถนนเกษตร-นวมินทร์,ถนนประดิษฐ์มนูธรรม,20.00,1.375,2005-02-11,ลาดพร้าว,สำนักการโยธา,กรุงเทพมหานคร
290,ถนน,ถนนสุคนธสวัสดิ์,ถนนประดิษฐ์มนูธรรม,ถนนนวลจันทร์,20.00,0.3,2005-06-17,บึงกุ่ม,สำนักการโยธา,กรุงเทพมหานคร
291,ถนน,ถนนสุคันธาราม,ถนนสวรรคโลก,ถนนพระรามที่ 5,18.00,0.756,1984-01-25,ดุสิต,สำนักการโยธา,กรุงเทพมหานคร
292,ถนน,ถนนสุทธิสารวินิจฉัย,ถนนพหลโยธิน,ถนนวิภาวดีรังสิต,13.00,1.433,1984-10-05,พญาไท,สำนักการโยธา,กรุงเทพมหานคร
292,ถนน,ถนนสุทธิสารวินิจฉัย,ถนนวิภาวดีรังสิต,ทางแยกไปห้วยขวาง,11.00,0.51,1984-10-05,ดินแดง,สำนักการโยธา,กรุงเทพมหานคร
292,ถนน,ถนนสุทธิสารวินิจฉัย,ทางแยกไปห้วยขวาง,ซอยจิปดำริห์,10.50,0.4,1984-10-05,ดินแดง,สำนักการโยธา,กรุงเทพมหานคร
292,ถนน,ถนนสุทธิสารวินิจฉัย,ซอยจิปดำริห์,ซอยถนอมจิต,8.50,0.147,1984-10-05,ดินแดง,สำนักการโยธา,กรุงเทพมหานคร
292,ถนน,ถนนสุทธิสารวินิจฉัย,ซอยถนอมจิต,ถนนรัชดาภิเษก,8.50,0.24,1984-10-05,ดินแดง,สำนักการโยธา,กรุงเทพมหานคร
292,ถนน,ถนนสุทธิสารวินิจฉัย,ถนนรัชดาภิเษก,ซอยประภาศิริ,8.50,0.88,1984-10-05,ห้วยขวาง,สำนักการโยธา,กรุงเทพมหานคร
292,ถนน,ถนนสุทธิสารวินิจฉัย,ซอยประภาศิริ,ซอยอาภาศิริ,8.00,0.137,1984-10-05,ห้วยขวาง,สำนักการโยธา,กรุงเทพมหานคร
293,ถนน,ถนนสุนทรโกษา,ถนนพระรามที่ 4,แยกกรมศุลกากร,33.00-41.80,1.16,2004-06-28,คลองเตย,สำนักการโยธา,กรุงเทพมหานคร
294,ถนน,ถนนสุรวงค์,ถนนพระรามที่ 4,ถนนเจริญกรุง,17.30,1.948,2012-03-22,บางรัก,สำนักการโยธา,กรุงเทพมหานคร
295,ถนน,ถนนสุรศักดิ์,ถนนสาทรเหนือ,ถนนสีลม,15.00-17.70,0.45,2012-03-22,บางรัก,สำนักการโยธา,กรุงเทพมหานคร
296,ถนน,ถนนเสนานิคม 1,ถนนพหลโยธิน,คลองลาดพร้าว,14.00-15.00,2.14,1993-02-12,จตุจักร,สำนักการโยธา,กรุงเทพมหานคร
296,ถนน,ถนนเสนานิคม 1,คลองลาดพร้าว,หมู่บ้านเสนานิเวศน์ 1 (บ้านเลขที่ 48/22),12.00-22.00,1.23,2003-06-09,ลาดพร้าว,สำนักการโยธา,กรุงเทพมหานคร
297,ถนน,ถนนเสรีไทย,สี่แยกหน้าเขตบางกะปิ,ถนนศรีบูรพา,30.00,1.15,2005-06-17,บางกะปิ,สำนักการโยธา,กรุงเทพมหานคร
